year-index,filename,sizeW,sizeH,image_proportion,vis_type,Conference,Year,pageNum,Paper DOI,thumb_url,url,Paper type,Paper Title,Author,Keywords Author,paper_url
68,InfoVis.77.68.jpg,650,337,0.058570,2,InfoVis,2000,5,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.68.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.68.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
69,InfoVis.77.69.jpg,659,340,0.059909,2,InfoVis,2000,5,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.69.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.69.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
70,InfoVis.77.70.jpg,635,337,0.057218,2,InfoVis,2000,5,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.70.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.70.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
71,InfoVis.77.71.jpg,659,369,0.065019,4,InfoVis,2000,5,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.71.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.71.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
72,InfoVis.77.72.jpg,650,338,0.058743,2,InfoVis,2000,6,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.72.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.72.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
73,InfoVis.85.73.jpg,365,462,0.043660,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.73.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.73.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
74,InfoVis.85.74.jpg,338,471,0.041218,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.74.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.74.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
75,InfoVis.85.75.jpg,596,558,0.086105,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.75.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.75.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
76,InfoVis.85.76.jpg,331,430,0.036850,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.76.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.76.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
77,InfoVis.85.77.jpg,541,416,0.058269,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.77.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.77.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
78,InfoVis.85.78.jpg,436,355,0.040074,14,InfoVis,2000,5,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.78.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.85.78.jpg,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094
79,InfoVis.99.79.jpg,651,299,0.052045,13,InfoVis,2000,2,10.1109/INFVIS.2000.885096,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.99.79.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.99.79.jpg,C,Information content measures of visual displays,J. Yang-Pelaez;W.C. Flowers,,http://dx.doi.org/10.1109/INFVIS.2000.885096
80,InfoVis.99.80.jpg,650,376,0.065348,4,InfoVis,2000,2,10.1109/INFVIS.2000.885096,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.99.80.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.99.80.jpg,C,Information content measures of visual displays,J. Yang-Pelaez;W.C. Flowers,,http://dx.doi.org/10.1109/INFVIS.2000.885096
81,InfoVis.99.81.jpg,1203,659,0.211972,11,InfoVis,2000,3,10.1109/INFVIS.2000.885096,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.99.81.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.99.81.jpg,C,Information content measures of visual displays,J. Yang-Pelaez;W.C. Flowers,,http://dx.doi.org/10.1109/INFVIS.2000.885096
82,InfoVis.99.82.jpg,476,261,0.033218,2,InfoVis,2000,3,10.1109/INFVIS.2000.885096,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.99.82.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.99.82.jpg,C,Information content measures of visual displays,J. Yang-Pelaez;W.C. Flowers,,http://dx.doi.org/10.1109/INFVIS.2000.885096
83,InfoVis.99.83.jpg,657,457,0.080280,2,InfoVis,2000,4,10.1109/INFVIS.2000.885096,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.99.83.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.99.83.jpg,C,Information content measures of visual displays,J. Yang-Pelaez;W.C. Flowers,,http://dx.doi.org/10.1109/INFVIS.2000.885096
84,InfoVis.105.84.jpg,1010,210,0.056711,10,InfoVis,2000,2,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.84.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.84.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
85,InfoVis.105.85.jpg,362,418,0.040459,10,InfoVis,2000,3,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.85.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.85.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
86,InfoVis.105.86.jpg,1222,780,0.254856,2,InfoVis,2000,3,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.86.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.86.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
87,InfoVis.105.87.jpg,593,769,0.121930,11,InfoVis,2000,4,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.87.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.87.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
88,InfoVis.105.88.jpg,1281,567,0.194205,3,InfoVis,2000,5,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.88.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.88.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
89,InfoVis.105.89.jpg,1305,515,0.179699,11,InfoVis,2000,6,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.89.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.89.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
90,InfoVis.105.90.jpg,208,599,0.033313,14,InfoVis,2000,6,10.1109/INFVIS.2000.885097,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.105.90.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.105.90.jpg,C,Visualizing sequential patterns for text mining,Pak Chung Wong;W. Cowley;H. Foote;E. Jurrus;J. Thomas,,http://dx.doi.org/10.1109/INFVIS.2000.885097
91,InfoVis.115.91.jpg,1309,839,0.293650,3,InfoVis,2000,1,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.91.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.91.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
92,InfoVis.115.92.jpg,1140,805,0.245374,4,InfoVis,2000,4,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.92.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.92.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
93,InfoVis.115.93.jpg,1203,826,0.265689,3,InfoVis,2000,5,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.93.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.93.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
94,InfoVis.115.94.jpg,1315,1034,0.363559,3,InfoVis,2000,6,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.94.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.94.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
95,InfoVis.115.95.jpg,625,653,0.109124,3,InfoVis,2000,7,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.95.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.95.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
96,InfoVis.115.96.jpg,628,755,0.126775,3,InfoVis,2000,7,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.96.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.96.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
97,InfoVis.115.97.jpg,658,370,0.065096,10,InfoVis,2000,8,10.1109/INFVIS.2000.885098,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.115.97.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.115.97.jpg,C,ThemeRiver: visualizing theme changes over time,S. Havre;B. Hetzler;L. Nowell,,http://dx.doi.org/10.1109/INFVIS.2000.885098
98,InfoVis.125.98.jpg,1423,1594,0.606487,10,InfoVis,2000,3,10.1109/INFVIS.2000.885099,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.125.98.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.125.98.jpg,C,Lighthouse: showing the way to relevant information,A. Leuski;J. Allan,,http://dx.doi.org/10.1109/INFVIS.2000.885099
99,InfoVis.131.99.jpg,668,487,0.086983,7,InfoVis,2000,2,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.99.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.99.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
100,InfoVis.131.100.jpg,675,514,0.092767,7,InfoVis,2000,3,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.100.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.100.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
101,InfoVis.131.101.jpg,676,494,0.089290,7,InfoVis,2000,3,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.101.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.101.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
102,InfoVis.131.102.jpg,673,462,0.083135,7,InfoVis,2000,4,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.102.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.102.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
103,InfoVis.131.103.jpg,674,418,0.075329,7,InfoVis,2000,4,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.103.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.103.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
104,InfoVis.131.104.jpg,670,380,0.068075,7,InfoVis,2000,4,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.104.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.104.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
105,InfoVis.131.105.jpg,659,451,0.079468,7,InfoVis,2000,5,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.105.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.105.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
106,InfoVis.131.106.jpg,668,467,0.083411,7,InfoVis,2000,5,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.106.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.106.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
107,InfoVis.131.107.jpg,669,452,0.080852,7,InfoVis,2000,5,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.107.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.107.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
108,InfoVis.131.108.jpg,676,496,0.089651,7,InfoVis,2000,6,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.108.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.108.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
109,InfoVis.131.109.jpg,676,483,0.087302,7,InfoVis,2000,6,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.109.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.109.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
110,InfoVis.131.110.jpg,658,449,0.078995,13,InfoVis,2000,7,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.110.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.110.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
111,InfoVis.131.111.jpg,663,483,0.085623,13,InfoVis,2000,7,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.111.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.111.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
112,InfoVis.131.112.jpg,659,495,0.087221,13,InfoVis,2000,7,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.112.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.112.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
113,InfoVis.131.113.jpg,666,411,0.073189,11,InfoVis,2000,8,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.113.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.113.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
114,InfoVis.131.114.jpg,661,515,0.091020,2,InfoVis,2000,8,10.1109/INFVIS.2000.885101,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.131.114.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.131.114.jpg,C,New methods for the visualization of electric power system information,T.J. Overbye;J.D. Weber,,http://dx.doi.org/10.1109/INFVIS.2000.885101
115,InfoVis.137.115.jpg,1206,964,0.310851,11,InfoVis,2000,2,10.1109/INFVIS.2000.885102,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.137.115.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.137.115.jpg,C,Collaborative geographic visualization: enabling shared understanding of environmental processes,I. Brewer;A.M. MacEachren;H. Abdo;J. Gundrum;G. Otto,,http://dx.doi.org/10.1109/INFVIS.2000.885102
116,InfoVis.137.116.jpg,608,788,0.128103,13,InfoVis,2000,3,10.1109/INFVIS.2000.885102,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.137.116.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.137.116.jpg,C,Collaborative geographic visualization: enabling shared understanding of environmental processes,I. Brewer;A.M. MacEachren;H. Abdo;J. Gundrum;G. Otto,,http://dx.doi.org/10.1109/INFVIS.2000.885102
117,InfoVis.145.117.jpg,671,488,0.087553,5,InfoVis,2000,2,10.1109/INFVIS.2000.885103,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.145.117.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.145.117.jpg,C,Interactive problem solving via algorithm visualization,P. Pu;D. Lalanne,,http://dx.doi.org/10.1109/INFVIS.2000.885103
